	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
60.34198	31.586	61.264	65.833	62.818	70.924	46.993	42.363	49.182	37.236	64.508	68.049	66.056	72.815	47.104	47.259	48.26	39.016	56.186	68.9	63.572	72.542	46.048	46.012	51.109	21.182	47.532	16.473	40.902	27.284	26.362	27.924	28.114	41.703	16.536	33.981	26.656	25.422	29.873	29.997	35.799	15.481	29.502	14.748	24.6	26.41
60.50865	31.874	61.293	65.747	62.905	70.953	47.079	42.276	49.124	37.121	64.335	68.107	65.97	72.555	47.075	47.086	48.433	39.016	56.07	68.727	63.572	72.456	45.875	45.984	51.138	21.615	47.1	16.56	40.556	27.082	26.102	27.924	27.941	41.674	16.709	34.27	26.656	25.681	29.643	30.257	35.742	15.654	29.444	14.489	24.687	26.18
60.67529	31.903	61.628	66.057	62.953	70.923	47.118	42.399	49.135	37.242	64.213	67.899	66.108	72.495	46.97	47.213	48.392	39.082	56.146	69.183	63.476	72.625	46.086	45.965	51.353	21.9	47.4	16.58	41.197	27.397	26.157	27.98	28.867	41.798	16.556	34.271	26.566	25.364	29.469	30.347	35.861	15.762	29.618	14.768	24.54	26.524
60.84204	31.884	61.301	65.634	62.91	71.003	47.188	42.446	49.116	37.351	64.856	68.221	66.2	72.636	47.183	47.191	48.272	39.156	56.281	68.871	63.491	72.395	46.042	45.947	51.211	21.976	47.58	16.614	41.22	27.299	26.318	27.705	28.665	41.987	16.329	34.737	26.756	25.375	29.393	30.433	35.601	15.706	29.366	14.946	24.902	26.393
61.00859	32.018	61.332	65.61	62.741	70.983	47.098	42.528	49.171	37.432	64.515	68.141	65.917	72.442	47.123	47.305	48.302	39.325	56.197	69.021	63.523	72.373	45.923	45.945	51.268	21.935	47.492	16.828	41.992	27.489	26.019	27.954	28.773	41.724	16.198	34.556	26.716	25.451	29.585	30.656	35.882	15.806	29.991	14.527	24.747	26.296
61.17531	31.999	61.215	65.547	62.651	70.658	47.188	42.504	49.231	37.437	64.05	68.02	65.796	72.002	47.097	47.191	48.358	39.243	56.079	69.131	63.433	72.28	46.129	45.976	51.154	22.581	47.494	16.786	41.623	27.731	26.405	28.108	29.471	41.699	16.243	34.709	26.958	25.778	29.768	30.778	35.687	15.706	30.288	14.946	25.075	26.71
61.34208	32.191	61.44	65.595	62.471	70.554	47.021	42.397	49.179	37.535	64.501	68.123	65.612	72.39	47.074	47.281	48.471	39.28	56.046	68.917	63.283	72.18	46.078	46.01	51.241	22.546	47.324	16.789	41.577	27.466	26.312	28.158	29.916	41.593	16.993	34.697	26.751	25.941	29.73	30.907	35.874	16.081	30.363	15.006	24.695	26.443
61.50873	32.249	61.419	65.667	62.683	70.609	47.041	42.557	49.287	37.633	64.544	68.141	65.831	72.212	47.036	47.276	48.475	39.498	55.937	69.165	63.639	72.028	46.068	45.973	51.585	22.973	47.521	17.232	41.934	27.518	26.364	28.04	29.637	41.81	16.803	35.075	27.062	25.999	29.441	30.916	35.968	15.893	30.308	14.815	24.776	26.815
61.67546	32.595	61.513	65.624	62.838	70.692	47.205	42.688	49.366	37.79	64.386	68.101	65.82	72.12	47.143	47.387	48.68	39.486	55.944	69.039	63.476	72.25	46.23	46.052	51.267	22.909	47.746	16.955	42.004	27.743	26.503	28.095	30.454	41.827	16.931	35.396	26.855	25.623	29.902	31.213	36.092	16.339	30.916	15.403	25.434	26.957
61.84197	32.403	61.568	65.591	62.921	70.77	47.237	42.606	49.397	37.651	64.698	68.326	66.073	71.997	47.175	47.417	48.477	39.577	56.519	69.437	63.531	72.099	46.233	46.054	51.411	22.979	47.805	16.855	42.039	27.61	26.889	27.99	30.72	41.802	16.975	35.751	27.27	26.037	30.085	31.191	36.272	15.834	30.608	15.332	25.128	27.429
62.00869	32.374	61.348	65.626	62.67	70.512	47.025	42.627	49.357	37.789	64.648	68.014	65.992	71.855	47.136	47.376	48.49	39.626	55.866	69.385	63.482	72.161	46.167	45.986	51.427	23.212	47.765	16.893	42.292	27.325	26.258	28.136	31.292	41.852	16.724	35.373	27.042	25.835	30.056	31.1	35.979	15.813	30.75	14.908	24.785	27.257
62.17537	32.623	60.911	65.559	62.721	70.61	47.232	42.607	49.333	37.685	64.379	67.685	65.75	71.955	47.084	47.351	48.516	39.49	55.574	69.056	63.331	71.888	46.03	45.934	51.312	23.292	47.624	16.895	42.331	27.751	26.482	28.272	30.871	41.86	17.013	35.418	27.209	26.229	30.19	31.257	36.108	15.872	30.883	15.054	24.923	27.306
62.34208	32.768	61.466	65.574	62.732	70.636	47.31	42.651	49.47	37.842	64.133	68.395	65.797	71.892	47.191	47.432	48.549	39.708	56.243	69.304	63.486	71.764	46.221	46.214	51.57	23.604	47.619	16.848	42.546	27.63	26.909	28.471	31.747	42.107	17.083	35.971	27.232	25.912	29.816	31.41	36.145	16.317	31.203	15.469	25.292	27.362
62.50875	32.835	61.366	65.648	62.748	70.511	47.323	42.75	49.57	37.998	64.583	68.24	66.073	71.737	47.262	47.532	48.65	39.836	56.115	69.235	63.588	71.666	46.118	46.054	51.411	24.276	47.805	17.259	42.5	27.783	26.572	28.913	31.73	42.119	17.35	35.837	27.443	26.095	29.998	31.623	36.272	16.151	31.415	15.303	25.301	27.631
62.67554	32.836	61.489	65.692	62.729	70.594	47.401	42.679	49.476	37.924	64.366	68.171	65.918	71.933	47.282	47.585	48.568	39.825	55.919	69.253	63.512	71.773	46.281	46.191	51.728	24.071	47.974	17.501	42.831	28.038	26.682	28.739	32.001	42.223	16.785	36.218	27.12	26.181	29.883	31.691	36.165	16.28	31.448	15.459	25.21	27.659
62.84207	32.884	61.167	65.682	62.751	70.692	47.205	42.717	49.423	38.05	64.559	68.015	65.675	71.687	47.288	47.271	48.594	39.832	55.973	69.385	63.448	71.702	46.172	46.138	51.498	23.775	47.573	17.388	42.841	27.743	26.734	28.268	31.955	41.971	16.844	36.349	27.172	26.201	30.249	31.617	36.525	15.992	31.494	15.662	25.088	27.909
63.00875	32.973	60.979	65.798	62.714	70.368	47.245	42.749	49.409	38.163	64.762	68.196	65.855	71.906	47.445	47.608	48.66	40.012	56.073	69.393	63.469	71.423	46.325	46.238	51.697	24.258	48.025	17.382	43.071	27.992	26.521	28.351	32.818	42.149	17.1	36.331	27.364	26.403	30.307	32.1	36.485	16.424	31.82	15.484	25.454	27.561
63.17554	33.097	61.161	65.656	62.72	70.419	47.354	42.803	49.4	38.133	64.417	68.05	66.028	71.612	47.293	47.54	48.671	40.007	56.139	68.901	63.763	71.335	46.348	46.172	51.597	24.618	47.87	17.521	43.098	27.631	26.535	28.853	32.961	42.058	17.123	36.596	27.32	26.297	29.825	31.985	36.371	16.388	31.768	15.912	25.468	27.947
63.34219	33.262	61.152	65.654	62.656	70.31	47.245	42.691	49.495	38.192	64.501	68.022	65.681	71.704	47.213	47.435	48.573	39.925	56.246	69.132	63.556	71.51	46.209	46.122	51.61	24.576	47.736	17.613	43.36	28.195	26.695	28.814	33.02	41.946	17.187	36.331	27.133	26.577	29.96	32.186	36.485	16.366	31.646	15.86	25.194	27.908
63.50881	33.37	61.26	65.738	62.795	70.288	47.397	42.984	49.649	38.309	64.412	68.312	65.884	71.563	47.366	47.706	48.851	40.133	56.035	69.596	63.579	71.657	46.475	46.535	51.856	25.056	47.92	17.908	43.478	28.123	26.883	28.687	33.659	41.951	17.221	36.703	27.437	26.134	30.414	32.186	36.627	16.402	32.045	15.981	25.47	28.303
63.67556	33.379	61.807	65.791	62.734	70.106	47.284	43.046	49.535	38.401	64.089	68.364	66.081	71.44	47.426	47.678	48.879	40.137	56.264	68.953	63.72	71.476	46.334	46.335	51.798	25.153	48.211	17.663	43.541	28.019	27.039	28.813	33.895	41.984	17.005	37.029	27.42	26.259	30.221	32.221	36.634	16.359	32.082	15.764	25.452	28.139
63.84215	33.407	61.586	65.827	62.772	70.224	47.332	42.864	49.611	38.163	64.328	67.935	65.797	71.212	47.358	47.521	48.747	40.157	56.304	68.988	63.382	71.336	46.382	46.238	51.697	25.213	47.852	17.902	43.592	28.166	26.868	28.64	34.466	42.294	17.1	37.025	27.451	26.837	30.365	32.129	36.427	16.337	32.311	16.178	26.206	28.168
64.00887	33.416	60.948	65.707	62.769	70.331	47.306	42.898	49.671	38.255	64.467	68.421	65.994	71.32	47.361	47.436	48.745	40.045	56.013	69.098	63.465	71.214	46.212	46.211	51.669	25.425	48.085	17.86	43.77	28.177	26.648	28.708	34.644	42.124	17.318	37.582	27.693	26.5	30.172	32.106	36.462	16.757	32.464	15.759	25.494	27.918
64.17564	33.473	61.103	65.829	62.72	70.217	47.296	42.947	49.545	38.451	64.504	68.137	65.595	71.295	47.466	47.482	48.671	40.094	55.966	69.161	63.474	70.93	46.406	46.23	51.626	25.513	48.015	18.215	43.705	28.324	26.795	28.911	34.666	41.913	17.383	37.232	27.32	26.384	30.085	32.65	36.458	16.648	32.23	16.086	25.41	28.409
64.34219	33.577	61.56	65.762	62.742	70.2	47.302	43.1	49.578	38.432	64.321	67.894	65.641	70.875	47.327	47.514	48.784	40.217	55.817	69.062	63.496	71.264	46.441	46.351	51.656	26.054	47.989	17.927	43.859	28.087	27.193	28.903	35.137	42.297	17.846	37.68	27.747	26.951	30.566	32.373	36.385	16.88	32.535	15.885	25.692	28.111
64.509	33.659	61.434	65.825	62.94	69.97	47.484	42.926	49.591	38.599	64.064	68.225	65.768	71.129	47.424	47.503	48.909	40.336	56.209	69.046	63.753	71.309	46.446	46.39	51.913	26.04	48.268	18.197	44.202	28.326	26.739	28.86	35.657	42.095	17.858	37.571	27.785	27.147	30.414	32.938	36.569	17.039	32.711	16.126	25.586	28.593
64.67564	33.649	61.128	65.721	62.779	70.096	47.413	43.059	49.722	38.587	64.221	68.555	65.925	71.372	47.497	47.605	48.72	40.41	56.106	69.463	63.563	71.465	46.549	46.464	51.928	26.089	48.312	18.277	44.277	28.143	26.903	28.851	35.731	42.17	17.938	37.995	27.863	27.079	30.578	32.898	36.732	17.061	32.846	16.321	25.837	28.901
64.84226	33.753	61.481	65.661	62.608	70.168	47.466	43.059	49.629	38.59	64.537	68.143	65.745	71.129	47.405	47.596	48.817	40.466	56.171	69.196	63.507	70.908	46.286	46.372	51.886	26.486	47.955	17.969	44.452	28.515	27.362	29.132	35.875	42.198	17.658	38.467	28.06	26.808	30.423	32.846	36.712	16.663	32.887	16.244	25.774	28.747
65.00891	33.793	61.197	65.757	62.875	69.895	47.432	42.964	49.856	38.522	64.171	68.329	65.786	71.028	47.545	47.651	48.964	40.459	56.001	69.15	63.514	71.181	46.598	46.511	51.943	26.495	48.213	18.401	44.501	28.435	27.282	29.43	36.301	42.393	17.917	38.309	27.836	26.934	30.462	32.892	36.872	16.865	33.074	16.792	25.926	29.248
65.17566	33.839	60.961	65.95	62.752	70.139	47.495	43.088	49.803	38.59	64.537	68.346	65.716	70.955	47.492	47.741	48.903	40.408	55.91	68.907	63.362	71.168	46.431	46.459	51.972	26.573	48.042	18.287	44.885	28.486	27.073	29.219	36.743	42.372	17.976	38.381	27.627	26.75	30.625	33.019	36.74	16.981	32.858	16.764	26.324	28.602
65.34232	34.11	61.497	65.967	62.682	70.071	47.508	43.158	49.903	38.689	64.178	68.19	65.762	70.8	47.621	47.61	49.005	40.594	56.042	69.445	63.523	70.636	46.646	46.472	52.074	26.842	48.374	18.583	44.898	28.611	27.371	29.286	36.958	42.471	17.751	38.565	28.214	27.251	30.693	33.002	36.896	16.844	33.071	16.8	26.246	28.872
65.50899	33.955	61.481	65.661	62.897	70.341	47.611	43.29	49.831	38.763	64.595	68.056	65.745	70.868	47.666	47.885	48.903	40.639	56.633	69.109	63.449	70.908	46.604	46.516	52.001	27.266	48.158	18.402	44.943	28.66	27.362	29.103	36.829	42.632	17.918	38.872	28.118	27.068	30.712	33.28	36.827	17.01	33.118	17.198	26.179	29.094
65.67563	34.1	61.279	65.863	62.724	69.965	47.409	43.174	49.831	38.677	64.451	67.97	65.629	70.753	47.608	47.856	49.048	40.495	55.939	69.427	63.507	70.908	46.604	46.43	52.146	27.527	48.244	18.46	44.972	28.602	27.449	29.479	37.436	42.198	18.004	38.439	27.945	27.502	30.509	33.193	36.914	17.328	33.465	16.504	26.237	29.354
65.84235	34.022	61.161	65.916	62.604	69.957	47.382	42.947	49.863	38.653	64.07	68.368	65.624	70.745	47.408	47.626	49.018	40.556	56.053	69.305	63.561	70.526	46.492	46.403	51.944	27.652	48.304	18.619	44.832	28.469	27.489	29.171	37.555	42.491	18.164	38.908	28.014	27.222	30.923	33.314	36.631	17.487	33.559	17.184	26.392	29.19
66.00896	34.196	61.237	65.851	62.769	69.926	47.479	43.1	49.903	38.689	64.178	68.594	65.647	70.511	47.447	47.668	49.063	40.594	56.013	69.271	63.783	70.723	46.473	46.443	51.929	27.797	48.258	18.322	45.1	29.276	27.342	29.547	38.201	42.471	18.243	38.941	28.069	27.425	31.04	33.609	36.896	17.191	33.505	17.032	26.448	29.277
66.17566	34.189	61.489	66.052	62.705	69.932	47.458	43.162	49.825	38.922	64.262	68.161	65.647	70.774	47.571	47.736	49.139	40.716	56.004	69.359	63.547	70.753	46.623	46.596	52.001	27.498	48.501	18.791	45.48	28.743	27.56	29.797	38.353	42.505	17.844	38.91	28.201	27.417	30.829	33.668	36.981	17.314	33.385	16.893	26.233	29.5
66.34234	34.201	61.176	65.917	62.77	70.065	47.626	43.298	50.11	38.826	64.706	68.608	65.745	70.876	47.711	47.82	49.345	40.767	56.327	69.197	63.612	70.968	46.877	46.649	52.29	28.58	48.585	19.051	45.646	29.097	27.654	29.546	38.752	42.468	18.046	39.476	28.295	27.862	30.81	33.396	37.113	17.604	33.746	16.835	26.531	29.597
66.50896	34.314	61.631	65.931	62.788	69.953	47.634	43.282	49.972	38.898	64.055	68.503	65.554	70.767	47.718	47.824	49.225	40.632	56.059	69.15	63.659	70.631	46.685	46.685	52.059	28.173	48.126	18.343	46.005	28.956	27.919	29.662	38.587	42.48	17.859	39.264	28.357	27.744	30.925	33.587	36.959	17.531	33.508	17.545	26.794	29.538
66.67583	34.416	61.058	66.072	62.704	69.678	47.456	43.224	49.936	38.901	64.285	68.293	65.577	70.641	47.626	47.699	49.031	40.774	56.037	69.115	63.285	70.768	46.624	46.679	52.045	28.364	48.377	18.988	46.004	29.182	27.798	29.768	38.929	42.508	18.301	39.417	27.947	27.934	31.173	33.967	36.851	17.075	34.011	17.119	26.845	29.498
66.84227	34.108	61.594	66.003	62.576	69.841	47.44	43.236	49.892	39.0	64.301	68.484	65.537	70.717	47.668	47.915	49.133	40.903	55.995	69.074	63.59	70.439	46.695	46.606	52.059	28.692	48.333	18.706	45.901	29.104	27.604	29.778	39.463	42.491	18.337	39.11	28.447	27.944	30.923	33.892	37.152	17.573	33.473	17.126	26.479	29.768
67.00902	34.455	61.594	65.916	62.633	69.494	47.527	43.265	50.152	39.028	64.821	68.282	65.797	70.225	47.697	47.829	49.249	40.903	55.966	69.132	63.388	70.699	46.608	46.403	52.031	28.634	48.564	19.255	46.421	29.191	28.038	30.385	39.578	42.52	18.308	39.255	28.216	27.858	31.126	33.892	37.065	17.66	33.848	18.022	26.594	29.739
67.17568	34.532	61.405	65.986	62.617	69.852	47.543	43.224	49.965	38.93	64.545	68.437	65.52	70.439	47.771	47.844	49.233	40.861	56.066	69.057	63.4	70.421	46.566	46.65	52.016	28.971	48.55	18.959	46.091	29.413	27.798	29.797	39.738	42.594	18.388	39.272	28.351	27.674	31.347	33.909	37.429	17.479	34.184	18.101	26.73	29.555
67.34236	34.532	60.798	66.072	62.559	69.765	47.456	43.311	50.138	38.93	64.4	68.033	65.491	70.294	47.655	47.728	49.205	40.977	56.239	69.664	63.574	70.479	47.028	46.65	52.161	29.202	48.492	19.306	46.062	29.413	28.058	30.317	40.027	42.652	18.474	39.792	28.294	27.992	31.607	33.996	37.285	17.508	34.098	17.668	26.903	29.671
67.50916	34.416	61.347	65.812	62.704	69.736	47.514	43.311	50.052	39.161	64.458	68.091	65.693	70.207	47.684	47.844	49.06	40.861	55.719	69.317	63.805	70.132	46.624	46.65	52.247	29.115	48.637	18.988	46.437	29.269	27.942	29.884	40.201	42.652	18.33	39.503	28.525	28.165	31.434	34.054	37.285	17.479	34.04	17.957	26.932	29.815
67.67577	34.537	61.055	66.052	62.908	69.759	47.574	43.307	50.114	39.125	65.073	67.901	65.56	70.34	47.774	47.852	49.255	41.034	55.685	69.301	63.518	70.405	46.681	46.711	52.261	29.466	48.385	19.197	46.464	29.408	27.966	30.057	41.103	42.765	18.394	39.721	28.606	28.372	31.35	33.842	37.358	17.574	34.398	17.559	26.639	30.021
67.84243	34.561	61.139	65.986	62.516	69.709	47.494	43.446	50.084	39.043	64.172	68.227	65.572	70.076	47.634	47.755	49.061	40.875	55.543	69.654	63.356	70.125	46.667	46.686	52.234	29.32	48.576	19.214	46.712	29.547	27.991	30.067	40.953	42.814	18.554	39.601	28.4	28.283	31.524	34.027	37.094	17.556	34.519	18.006	27.122	29.677
68.0091	34.739	61.286	65.676	62.531	69.701	47.458	43.307	50.085	39.212	64.349	67.93	65.531	70.167	47.774	47.852	49.139	41.005	55.772	69.185	63.518	70.116	46.739	46.798	52.348	29.466	48.443	19.457	46.957	29.524	28.024	29.884	40.697	42.707	18.655	39.46	28.867	27.938	31.436	34.247	37.358	17.574	34.456	18.254	26.928	30.021
68.17585	34.777	61.197	65.844	62.702	69.808	47.634	43.398	50.232	39.245	64.518	68.329	65.554	70.131	47.863	47.795	49.311	41.066	56.146	69.324	63.398	70.081	46.713	46.859	52.261	29.62	48.386	19.182	46.786	29.679	28.382	30.183	41.104	42.914	18.554	39.698	28.675	28.178	31.59	34.339	37.422	18.08	34.608	18.066	27.315	30.145
68.34248	34.719	61.081	65.989	62.528	69.606	47.605	43.398	50.174	39.332	64.605	68.387	65.496	70.16	47.776	47.911	49.34	41.095	56.407	69.179	63.572	70.341	46.656	46.83	52.348	30.083	48.357	19.356	46.844	29.564	27.861	30.385	41.625	42.682	18.438	39.958	28.704	28.612	31.619	34.339	37.422	17.704	34.694	18.152	27.488	29.74
68.50916	34.771	61.576	66.385	62.758	69.901	47.632	43.286	50.054	39.252	64.106	67.883	65.398	70.258	47.918	47.874	49.376	41.24	55.833	69.455	63.541	70.358	46.858	46.884	52.392	30.135	48.522	19.667	47.249	29.857	28.011	30.5	41.676	42.8	18.575	39.741	29.113	28.752	31.616	34.117	37.349	17.753	34.798	18.26	27.318	29.998
68.67593	34.736	61.019	65.95	62.463	69.965	47.669	43.55	50.265	39.313	64.537	68.577	65.572	70.088	47.984	47.943	49.453	41.275	56.084	69.687	63.594	70.3	46.662	46.805	52.464	30.446	48.707	19.327	46.967	29.787	28.172	30.636	42.264	42.777	18.669	39.826	29.159	28.745	31.839	34.436	37.405	18.34	34.824	18.412	27.48	30.048
68.84258	34.958	61.246	65.955	62.683	69.456	47.559	43.335	50.151	39.478	64.631	68.4	65.485	69.964	47.872	47.939	49.281	41.342	56.312	69.252	63.696	70.27	46.615	46.751	52.335	30.379	48.587	19.595	47.41	29.852	28.209	30.634	42.548	42.617	19.109	39.974	29.021	29.025	32.006	34.46	37.553	17.996	35.265	18.36	27.341	30.129
69.00924	34.881	61.319	66.088	62.526	69.647	47.601	43.463	50.164	39.23	64.475	68.014	65.502	69.838	47.712	48.01	49.47	41.125	56.068	69.586	63.54	69.941	46.743	46.765	52.407	30.418	48.514	19.573	47.509	29.919	28.189	30.932	42.446	42.803	18.77	40.014	28.858	28.429	31.843	34.357	37.593	17.687	34.93	18.799	27.667	30.254
69.17578	34.968	61.319	66.347	62.67	69.705	47.601	43.549	50.193	39.49	64.532	68.187	65.502	69.982	47.799	47.924	49.412	41.384	55.953	69.529	63.568	69.797	46.83	46.765	52.349	30.677	48.514	19.343	47.163	29.746	28.304	30.816	42.446	42.774	19.001	40.158	28.973	28.747	32.045	34.443	37.593	18.35	35.045	18.886	27.523	30.514
69.34261	35.062	61.508	66.089	62.576	69.292	47.556	43.496	50.267	39.433	64.417	68.368	65.45	69.792	47.784	48.002	49.567	41.25	55.879	69.334	63.677	69.803	46.868	46.75	52.406	30.773	48.65	19.862	47.375	29.971	28.385	30.414	42.439	42.52	18.915	39.948	28.794	28.522	32.079	34.701	37.527	17.775	34.831	19.091	27.779	30.461
69.50923	35.01	61.476	66.04	62.49	69.748	47.587	43.522	50.301	39.571	64.366	68.526	65.461	69.75	47.816	48.126	49.386	41.308	56.135	69.231	63.563	69.989	46.752	46.811	52.391	30.634	48.63	19.754	47.78	30.025	28.496	30.791	42.564	42.546	18.807	40.311	29.571	28.556	32.228	34.346	37.456	18.074	35.451	18.724	27.603	30.465
69.67592	35.043	61.107	65.91	62.645	69.251	47.55	43.539	50.266	39.702	64.728	68.574	65.421	69.597	47.837	47.977	49.623	41.385	56.026	69.162	63.574	70.093	46.887	46.804	52.391	30.871	48.626	19.768	47.597	30.168	28.522	30.85	42.908	43.23	19.14	40.032	29.047	28.878	32.289	34.504	37.379	18.032	35.344	19.349	27.602	30.525
69.84261	35.134	61.782	66.187	62.597	69.682	47.715	43.614	50.347	39.601	64.134	68.303	65.67	69.617	47.946	48.205	49.455	41.521	55.858	69.5	63.672	70.082	46.877	46.942	52.652	31.601	48.796	20.015	48.023	30.427	28.606	31.344	43.456	43.016	18.981	40.449	29.189	29.085	32.263	34.837	37.592	18.367	35.73	19.714	28.093	30.673
70.00924	35.103	61.386	66.309	62.635	69.481	47.676	43.547	50.248	39.652	64.199	68.366	65.444	69.708	47.877	47.99	49.35	41.337	56.073	69.302	63.768	70.117	46.81	46.844	52.434	31.076	48.755	19.819	47.723	30.283	28.317	31.111	43.298	43.152	19.046	40.443	29.22	29.257	32.523	34.453	37.848	17.968	35.755	19.691	28.036	30.526
70.17599	35.078	61.521	66.347	62.39	69.564	47.658	43.534	50.373	39.554	64.499	68.139	65.566	69.739	47.829	48.053	49.633	41.407	55.803	69.683	63.55	69.832	46.765	46.825	52.493	30.905	48.644	19.906	48.198	29.977	28.563	31.061	43.302	42.733	18.901	40.062	29.522	28.885	32.412	34.705	37.67	18.197	35.839	19.658	28.076	31.083
70.34257	35.169	61.238	66.101	62.777	69.502	47.737	43.609	50.482	39.888	64.397	68.563	65.728	69.789	47.88	48.223	49.668	41.485	56.158	69.673	63.677	70.198	46.987	46.963	52.666	31.2	48.785	19.863	48.277	30.351	28.821	31.439	43.444	42.953	18.887	39.956	29.636	29.207	32.56	34.429	37.622	18.474	35.732	20.11	28.046	30.506
70.50936	35.099	61.523	66.12	62.451	69.341	47.539	43.472	50.342	39.753	64.359	68.174	65.34	69.282	47.798	47.994	49.432	41.404	56.008	69.197	63.409	69.693	46.877	46.764	52.348	31.361	48.585	20.094	48.398	30.603	28.668	31.139	43.417	42.932	19.176	40.432	29.541	29.166	32.172	34.758	37.837	18.415	35.63	19.645	27.718	30.64
70.67592	35.258	61.576	66.065	62.565	69.558	47.718	43.647	50.494	39.925	64.709	68.442	65.49	69.755	47.948	48.178	49.714	41.437	55.943	69.232	63.639	70.047	47.055	46.915	52.681	31.406	48.653	20.32	48.142	30.582	28.675	31.498	43.602	42.991	19.083	40.164	29.751	29.18	32.417	34.9	37.859	18.178	36.056	19.989	28.161	30.653
70.84267	35.484	61.568	65.977	62.472	69.506	47.668	43.564	50.416	39.899	64.969	68.559	65.229	69.758	47.957	48.16	49.588	41.734	56.254	69.465	63.692	69.786	47.003	47.098	52.609	31.574	48.983	20.821	48.411	30.426	28.866	31.722	44.08	43.054	19.439	40.774	29.827	29.377	32.381	34.873	37.888	18.39	36.258	20.521	28.674	30.79
71.00926	35.312	61.278	66.224	62.699	69.475	47.523	43.514	50.355	39.794	64.376	68.539	65.531	69.387	47.811	48.095	49.332	41.504	56.024	69.301	63.686	69.769	46.861	46.923	52.536	31.458	48.772	20.131	48.585	30.236	28.533	31.497	44.01	42.828	19.271	40.386	29.811	29.205	32.298	34.915	37.791	18.191	35.902	19.681	28.423	30.65
71.17599	35.339	61.394	66.296	62.443	69.331	47.61	43.535	50.329	39.841	64.475	68.21	65.49	69.409	47.812	48.102	49.617	41.56	55.76	69.117	63.546	69.525	46.945	47.011	52.521	31.662	48.751	20.095	49.253	31.006	28.779	31.519	43.905	43.142	19.177	40.425	30.001	29.493	32.555	34.727	37.888	18.681	36.171	20.26	28.209	30.587
71.34266	35.376	61.449	65.942	62.497	69.439	47.641	43.51	50.476	39.788	64.615	68.349	65.281	69.257	47.843	48.016	49.557	41.65	56.135	69.43	63.485	69.722	46.89	46.81	52.463	31.64	48.694	20.371	49.052	30.9	28.673	31.528	44.051	43.058	19.337	40.402	29.808	29.356	32.564	35.023	37.952	18.694	36.235	19.983	28.335	30.596
71.50926	35.557	61.388	66.183	62.498	69.404	47.586	43.623	50.482	39.985	64.739	68.741	65.583	69.447	47.905	48.17	49.725	41.592	56.189	69.676	63.806	69.909	47.094	47.105	52.769	31.736	48.994	20.525	49.201	30.753	28.844	31.502	44.732	43.26	19.258	40.767	29.98	29.624	33.092	35.306	37.91	18.647	36.687	20.576	28.479	30.745
71.67595	35.434	61.373	66.428	62.618	69.382	47.776	43.712	50.548	40.022	64.436	68.451	65.473	69.269	48.034	48.228	49.603	41.7	56.467	69.532	63.691	69.711	47.086	46.972	52.608	31.927	48.703	20.702	49.07	30.624	29.152	31.563	44.373	43.055	19.61	40.56	29.677	29.472	32.855	35.607	37.994	18.588	36.366	20.309	28.347	30.773
71.84266	35.526	61.457	66.219	62.711	69.638	47.75	43.556	50.47	39.803	64.862	68.601	65.298	69.277	47.865	48.128	49.562	41.815	56.317	69.361	63.583	69.769	46.997	47.065	52.754	31.704	48.952	20.503	49.045	30.928	28.903	31.646	44.398	43.28	19.149	40.558	30.097	29.419	33.032	35.008	37.701	18.624	36.391	20.756	28.799	30.628
72.0094	35.607	61.856	66.101	62.618	69.499	47.699	43.648	50.451	39.952	64.511	68.602	65.56	69.338	48.077	48.372	49.64	41.793	55.813	69.566	63.839	69.478	47.003	46.928	52.449	32.077	48.673	20.453	49.315	30.888	29.212	31.813	44.412	42.994	19.273	40.674	29.999	29.587	32.822	35.185	38.078	18.517	36.709	20.592	28.702	30.795
72.17619	35.744	61.347	66.144	62.564	69.333	47.687	43.621	50.633	39.844	64.296	68.457	65.479	69.247	48.003	48.256	49.633	41.929	56.151	69.567	63.84	69.659	46.939	46.999	52.551	31.861	48.818	20.34	49.415	31.048	29.026	31.901	44.749	43.167	19.625	40.496	30.652	29.348	33.194	35.313	37.988	19.095	36.881	20.875	28.742	31.054
72.34278	35.657	61.521	66.173	62.477	69.593	47.687	43.65	50.546	39.844	64.644	68.747	65.421	69.305	47.916	48.227	49.489	41.9	56.324	69.394	63.666	69.543	46.91	47.056	52.724	32.035	48.731	20.717	49.357	30.787	29.084	31.756	44.778	43.051	19.104	40.699	30.13	29.695	33.02	35.197	38.162	18.69	37.142	21.106	28.829	31.054
