	MG1655-1	PUTR3-1_1	PUTR4-3_1	PUTR5-6_1	PUTR7-7_1	PUTR8-10_1	cspC-1	proV-1	MG1655-2	PUTR3-1_2	PUTR4-3_2	PUTR5-6_2	PUTR7-7_2	PUTR8-10_2	cspC-2	proV-2	MG1655-3	PUTR3-1_3	PUTR4-3_3	PUTR5-6_3	PUTR7-7_3	PUTR8-10_3	cspC-3	proV-3	yeaR-1	pstS-1	proV_cspC-1	proV_yobF-1	proV_nagC-1	proV_wbbK-1	proV_ptsP-1	proV_ptsP_wbbK-1	yeaR-2	pstS-2	proV_cspC-2	proV_yobF-2	proV_nagC-2	proV_wbbK-2	proV_ptsP-2	proV_ptsP_wbbK-2	yeaR-3	pstS-3	proV_cspC-3	proV_yobF-3	proV_nagC-3	proV_wbbK-3	proV_ptsP-3	proV_ptsP_wbbK-3
56.3415	3.981	53.229	38.789	50.491	45.701	23.379	33.595	5.51	5.91	53.948	38.318	47.752	44.363	78.241	38.517	9.047	7.557	53.516	40.305	50.407	45.035	80.064	32.783	7.384	36.459	5.901	36.803	38.718	3.542	24.547	5.245	2.711	5.299	4.899	30.517	14.326	4.048	14.907	4.629	1.961	2.269	2.918	2.771	1.627	1.086	2.396	1.924	0.94
56.50817	3.883	53.806	39.075	50.605	45.052	23.46	33.805	5.688	5.894	53.509	38.849	47.839	44.316	78.577	38.721	9.112	7.594	53.485	40.098	50.082	44.905	79.989	32.718	7.284	36.526	5.88	36.68	38.483	3.446	24.489	5.119	2.75	5.225	4.963	30.728	14.523	4.034	14.803	4.532	1.948	2.201	2.985	2.948	1.696	0.992	2.301	1.993	0.847
56.6749	4.016	53.886	39.139	50.544	45.286	23.585	34.079	5.737	5.782	52.935	38.805	47.832	44.304	78.415	38.894	8.946	7.566	53.299	40.574	50.187	44.949	80.101	33.186	7.256	36.069	5.967	37.398	38.63	3.522	24.234	5.307	2.856	5.309	4.935	30.836	14.502	4.055	15.11	4.554	1.968	2.221	2.952	2.887	1.688	1.12	2.402	2.04	1.083
56.84156	3.903	53.966	40.135	50.703	45.685	23.875	34.189	5.649	5.725	53.757	38.898	47.908	44.594	78.691	38.875	9.136	7.594	53.222	39.899	50.236	44.609	80.13	33.627	7.365	36.242	5.945	36.775	38.859	3.489	24.746	5.249	2.879	5.338	4.934	30.67	14.453	4.049	14.869	4.576	2.043	2.323	2.948	2.963	1.708	1.057	2.339	2.032	1.183
57.00826	3.969	52.971	39.086	50.7	45.474	23.687	34.252	5.691	5.816	53.687	38.367	47.933	44.3	78.568	39.17	9.198	7.544	53.746	40.081	50.259	44.561	80.09	33.521	7.535	36.126	5.885	37.757	39.233	3.668	24.442	5.315	3.165	5.285	4.913	31.148	14.693	4.092	15.0	4.536	2.033	2.67	2.988	2.87	1.672	0.94	2.413	2.079	1.151
57.17485	4.059	53.955	39.244	50.917	45.388	23.728	34.489	5.698	5.906	53.551	38.526	48.178	44.406	78.633	39.437	9.289	7.69	54.158	40.322	50.312	44.913	80.237	33.541	7.325	35.709	5.978	37.614	39.008	3.594	24.786	5.323	2.954	5.322	5.223	31.001	14.704	4.1	15.093	4.735	2.012	2.43	3.105	2.959	1.624	1.001	2.42	2.085	0.992
57.34152	4.001	54.392	39.143	51.048	45.759	23.607	34.874	5.748	5.877	53.935	38.838	47.87	44.586	78.717	39.583	9.288	7.662	53.863	40.195	50.198	44.82	80.074	33.461	7.571	36.512	6.011	36.909	38.854	3.643	25.079	5.265	2.785	5.433	5.003	31.219	14.491	4.121	15.127	4.593	1.978	2.615	2.964	2.952	1.698	1.267	2.494	2.187	1.12
57.50817	3.989	52.818	38.974	51.01	45.341	23.941	34.846	5.709	5.946	53.674	39.243	48.38	44.633	78.579	39.469	9.302	7.703	53.299	39.807	50.762	44.456	80.183	34.117	7.667	36.562	6.077	37.563	38.986	3.55	24.973	5.472	3.02	5.419	5.017	31.603	14.831	4.192	15.192	4.664	2.132	2.057	2.952	3.188	1.606	0.956	2.43	2.013	1.165
57.6749	4.017	53.157	38.582	51.374	45.944	23.827	35.131	5.735	5.866	54.238	38.881	48.716	44.551	78.956	39.489	9.415	7.681	53.758	40.239	50.853	44.867	80.341	34.048	7.534	36.5	6.033	37.306	39.391	3.548	25.0	5.418	2.91	5.508	5.186	31.722	14.953	4.163	15.286	4.772	2.211	2.244	3.116	3.213	1.739	1.033	2.425	2.036	1.131
57.84158	3.985	53.637	39.339	50.84	45.685	23.82	35.231	5.814	5.944	54.224	39.145	48.456	44.841	78.855	39.835	9.301	7.731	53.743	40.283	50.565	44.938	80.377	34.258	7.365	36.297	6.082	37.707	39.051	3.654	25.157	5.332	2.906	5.421	4.962	31.932	14.7	4.132	15.308	4.576	1.988	2.241	3.03	3.045	1.818	1.139	2.449	2.06	1.046
58.0083	3.927	53.635	38.579	51.164	45.508	23.863	35.563	5.836	5.887	54.143	38.551	48.56	44.857	79.132	40.037	9.327	7.786	53.831	40.486	50.89	44.707	80.435	34.426	7.639	35.976	6.033	38.319	40.16	3.594	25.286	5.383	3.094	5.532	5.071	31.795	14.954	4.181	15.232	4.846	2.31	2.398	3.163	3.149	1.673	1.076	2.276	1.997	1.366
58.17492	3.836	52.994	38.814	50.747	45.156	23.524	35.641	5.803	5.931	53.935	38.701	48.747	44.887	78.799	39.967	9.343	7.745	53.425	40.689	50.993	44.518	80.239	34.585	7.571	35.032	6.011	37.923	39.238	3.643	25.243	5.402	2.977	5.488	5.003	31.932	15.012	4.066	15.456	4.812	2.115	2.56	3.21	2.98	1.726	1.048	2.439	2.105	1.037
58.34158	4.071	53.393	38.7	51.147	45.368	24.024	35.613	5.874	5.864	53.976	38.23	48.928	44.551	78.524	39.825	9.412	7.649	53.901	39.807	50.926	44.647	80.43	34.802	7.612	37.0	6.049	37.946	39.616	3.522	25.275	5.39	2.883	5.337	5.072	31.987	14.968	4.055	15.357	4.664	2.022	2.385	3.007	3.106	1.716	1.093	2.347	2.122	1.001
58.50824	3.966	52.913	38.957	51.215	45.709	23.729	36.198	5.74	5.868	54.072	38.432	48.639	44.645	78.598	39.836	9.553	7.708	54.3	40.174	50.775	44.988	80.311	35.086	7.589	34.627	6.055	38.313	39.819	3.553	25.146	5.394	2.887	5.506	5.186	32.078	15.138	4.114	15.335	4.804	2.272	2.471	3.093	3.055	1.719	0.959	2.268	2.18	1.36
58.67496	4.013	53.637	38.873	51.142	45.877	23.793	36.164	5.814	5.972	53.785	39.145	48.648	44.676	78.855	40.137	9.493	7.786	53.551	40.118	50.84	45.047	80.185	35.19	7.612	35.392	5.945	38.804	39.435	3.544	25.267	5.414	2.906	5.448	5.099	32.344	15.029	4.214	15.473	4.768	1.988	2.46	3.14	3.292	1.626	1.057	2.339	2.115	0.964
58.84159	3.852	53.568	38.884	51.127	45.752	24.294	36.283	5.927	5.948	53.524	39.101	48.716	44.798	78.737	40.257	9.443	7.845	53.758	40.047	50.935	45.032	80.506	35.31	7.452	35.594	6.197	38.459	39.802	3.575	25.439	5.528	3.129	5.617	5.295	32.27	15.337	4.135	15.615	4.827	2.238	2.463	3.034	3.131	1.629	0.95	2.343	2.118	1.296
59.00828	3.958	53.566	38.315	51.232	45.74	24.035	36.534	5.949	5.974	53.937	38.645	48.903	45.226	78.904	40.405	9.551	7.791	54.258	40.414	51.013	45.543	80.536	35.178	7.671	35.328	6.148	38.385	40.033	3.57	25.569	5.442	2.988	5.482	5.24	32.82	15.289	4.184	15.649	4.795	2.011	2.483	3.551	3.18	1.594	1.217	2.472	2.165	1.286
59.17498	3.93	53.473	39.339	51.361	46.124	24.478	36.712	5.896	5.972	53.949	38.733	48.868	45.115	79.13	40.383	9.603	7.786	54.045	40.063	51.087	45.294	80.706	35.52	7.721	35.639	6.247	38.859	40.121	3.709	25.651	5.496	3.071	5.448	5.181	32.535	15.331	4.132	15.637	4.851	2.152	2.405	3.14	3.292	1.735	1.057	2.504	2.032	1.211
59.34173	3.977	53.364	39.318	51.363	45.991	24.381	36.94	5.971	6.045	53.922	38.602	48.952	44.954	79.065	40.444	9.484	7.941	54.426	40.124	51.17	45.49	80.587	35.582	7.603	34.795	6.016	38.619	40.455	3.701	25.662	5.515	3.035	5.493	5.008	32.736	15.347	4.316	15.873	4.761	2.283	2.453	2.94	3.148	1.729	1.051	2.497	2.19	1.095
59.50844	4.111	53.252	39.574	51.193	45.924	24.425	37.081	5.938	6.043	54.087	38.859	49.139	45.272	79.177	40.894	9.703	7.887	53.884	40.464	51.249	45.809	80.699	35.67	7.657	35.928	6.049	39.176	40.33	3.724	26.094	5.43	2.921	5.522	5.227	32.957	15.272	4.228	15.715	4.838	2.303	2.583	3.155	3.169	1.666	1.125	2.517	2.292	1.195
59.67492	4.013	54.241	39.531	51.142	45.74	23.957	37.371	5.896	6.026	54.69	38.87	48.785	45.389	79.102	40.575	9.603	7.923	54.319	40.502	51.087	45.76	80.871	35.958	7.776	35.392	6.109	39.6	40.093	3.654	25.651	5.688	3.043	5.613	5.208	33.194	15.441	4.296	15.719	5.152	2.207	2.378	3.112	3.073	1.79	1.139	2.778	2.06	1.101
59.8418	4.091	53.229	39.446	51.258	45.865	24.502	37.292	5.976	5.992	53.017	38.235	49.066	45.184	79.226	40.653	9.622	7.886	53.598	39.73	50.982	45.883	80.666	36.152	7.658	35.391	6.12	39.021	40.47	3.679	26.163	5.655	2.957	5.573	5.255	32.79	15.696	4.267	15.811	4.957	2.125	2.433	3.191	3.373	1.517	1.251	2.587	2.006	1.269
60.0085	3.923	53.199	39.236	51.582	46.182	24.491	37.543	6.135	6.128	54.086	38.931	48.979	44.68	79.339	40.965	9.731	7.941	53.44	40.097	51.499	46.093	80.943	36.185	7.877	35.481	6.236	39.194	41.003	3.701	25.827	5.844	3.035	5.685	5.254	33.477	15.676	4.234	16.01	5.09	2.283	2.453	3.214	3.148	1.784	1.133	2.525	2.108	1.177
60.17503	4.099	53.996	39.303	51.393	46.053	24.325	37.777	6.065	6.028	53.373	38.476	48.846	44.879	79.127	40.948	9.713	7.923	53.299	40.081	51.337	45.99	80.621	36.583	7.776	34.508	6.077	39.316	40.629	3.714	26.124	5.746	3.102	5.501	5.182	33.357	15.735	4.192	15.822	4.965	2.214	2.769	3.254	3.353	1.798	1.257	2.758	2.122	1.111
60.34173	4.111	53.68	39.417	51.569	45.705	24.456	37.971	5.967	5.877	53.908	38.344	49.186	44.75	79.183	41.118	9.726	7.936	54.521	40.086	51.322	46.19	80.677	36.778	7.872	35.306	6.312	39.348	40.663	3.643	26.285	5.813	3.114	5.57	5.168	33.549	15.588	4.231	16.168	4.976	2.279	2.313	3.128	3.117	1.78	1.431	2.522	2.105	1.174
60.50838	4.26	52.376	38.599	51.389	45.493	24.561	37.892	5.978	6.026	53.867	38.569	49.005	44.621	79.294	41.097	9.685	7.923	53.469	40.393	51.443	46.117	80.734	36.781	7.721	34.981	6.192	39.188	40.45	3.627	26.309	5.688	3.071	5.613	5.592	33.605	15.852	4.241	16.049	4.988	2.289	2.405	3.194	3.237	1.653	1.222	2.751	2.142	1.266
60.675	4.197	53.364	39.263	51.418	45.662	24.409	38.475	6.163	6.182	53.675	39.123	49.445	44.954	79.202	41.404	9.731	7.996	53.631	40.042	51.581	46.257	80.916	37.008	7.932	34.96	6.263	39.414	40.921	3.701	26.238	5.735	3.2	5.575	5.337	34.217	15.813	4.289	16.037	5.008	2.2	2.618	3.434	3.586	1.647	1.215	2.744	2.19	1.205
60.84169	4.099	52.499	38.856	51.731	45.779	24.239	38.368	6.064	6.113	53.908	38.826	48.88	44.715	79.121	41.19	9.772	8.01	53.456	40.404	51.539	46.541	80.835	37.121	7.945	34.771	6.252	39.885	40.79	3.712	26.344	5.775	3.047	5.672	5.432	34.191	15.94	4.245	16.191	5.074	2.32	2.82	3.198	3.323	1.711	1.143	2.535	2.145	1.653
61.00848	4.209	53.678	39.213	51.566	46.053	25.089	38.533	6.174	6.058	53.991	38.47	49.319	45.127	79.176	41.354	9.662	8.01	54.169	40.074	51.593	46.705	80.807	37.477	8.028	35.43	6.444	40.187	40.817	3.877	26.921	5.775	3.075	5.7	5.35	34.273	15.913	4.163	16.054	5.019	2.238	2.71	3.198	3.378	1.794	1.28	2.754	2.118	1.104
61.17507	4.059	53.189	39.682	51.793	45.853	24.686	38.733	6.109	6.016	53.715	38.882	49.026	45.036	79.071	41.6	9.727	7.963	53.775	40.322	51.243	46.364	80.976	37.319	8.009	35.545	6.389	40.16	40.705	3.703	26.429	5.788	3.173	5.733	5.223	34.177	15.799	4.182	16.298	5.036	2.122	2.786	3.16	3.287	1.678	1.111	2.666	2.112	1.02
61.34174	4.095	53.034	39.696	51.8	45.959	24.725	38.769	6.225	6.109	53.977	38.459	49.553	45.307	79.02	41.618	9.904	8.005	53.743	40.393	51.992	46.72	80.981	37.906	8.023	34.898	6.274	40.094	40.697	3.709	26.666	5.853	3.125	5.75	5.263	34.263	16.016	4.241	16.35	5.097	2.207	2.323	3.469	3.374	1.653	1.386	2.531	2.142	1.348
61.50842	4.13	53.915	38.719	51.535	46.119	24.719	38.839	6.18	6.058	53.728	38.658	49.344	45.246	78.659	41.731	9.85	8.059	54.032	39.933	51.614	46.793	81.056	37.917	7.968	34.774	6.454	40.237	41.329	3.829	26.76	5.858	3.161	5.608	5.319	34.641	16.165	4.28	16.199	4.942	2.276	2.584	3.149	3.249	1.669	1.265	2.574	2.157	1.066
61.6752	4.04	52.849	38.781	51.783	46.096	24.65	38.956	6.118	6.213	53.427	39.183	49.154	45.223	78.211	42.01	9.923	8.05	53.784	40.349	51.725	46.632	80.855	37.759	8.041	35.191	6.334	40.024	41.306	3.739	26.826	5.959	3.317	5.681	5.31	34.758	16.071	4.273	16.296	4.962	2.187	2.414	3.387	3.324	1.772	1.259	2.622	2.151	1.169
61.84187	4.087	53.353	39.682	51.875	46.346	25.426	39.116	6.136	6.07	54.098	39.457	49.382	45.337	78.003	42.284	9.946	8.046	53.529	39.938	51.955	47.021	81.277	37.647	8.146	35.38	6.389	40.023	41.198	3.676	26.511	5.733	3.282	5.952	5.332	35.163	16.128	4.182	16.38	5.145	2.259	2.594	3.27	3.479	1.843	1.412	2.666	2.085	1.321
62.0085	4.087	52.778	39.244	51.93	46.702	24.522	39.335	6.219	6.098	53.387	38.882	49.82	45.419	77.592	41.901	10.055	8.073	53.337	40.541	51.873	46.693	81.277	37.976	7.982	34.997	6.471	40.324	41.198	3.758	26.785	5.788	2.954	5.815	5.305	35.3	16.347	4.291	16.38	5.036	2.341	2.677	3.27	3.26	1.761	1.193	2.31	2.112	1.43
62.17516	4.059	52.532	39.627	51.793	46.182	25.015	39.39	6.054	6.317	53.907	38.991	49.711	45.419	77.373	42.011	9.891	8.046	54.35	40.322	52.037	46.83	81.195	38.304	8.064	35.298	6.389	39.941	41.582	3.676	27.004	5.98	3.337	5.705	5.497	35.546	16.374	4.291	16.49	4.981	2.259	2.704	3.324	3.37	1.843	1.111	2.557	2.195	1.184
62.34187	4.145	52.873	39.2	51.861	46.249	25.022	39.373	6.222	6.157	54.167	38.646	49.642	45.266	77.09	42.378	10.033	8.16	53.845	40.251	51.475	46.459	80.803	38.123	8.014	35.007	6.367	40.253	41.702	3.625	26.93	5.902	3.094	5.792	5.309	35.556	16.435	4.213	16.413	5.204	2.426	2.379	3.191	3.346	1.709	1.278	2.724	2.253	1.16
62.50857	4.087	53.227	39.345	52.103	46.84	25.012	39.407	6.327	6.21	53.757	38.3	49.802	45.667	76.899	42.199	10.115	8.188	53.796	40.563	51.801	46.778	80.916	38.461	8.096	34.878	6.482	40.812	42.182	3.893	27.17	5.899	3.145	5.685	5.419	35.588	16.334	4.316	16.585	5.227	2.283	2.481	3.461	3.367	1.729	1.188	2.689	1.971	1.205
62.67522	4.115	52.843	38.907	51.966	46.539	25.231	39.462	6.245	6.128	54.114	39.123	49.829	45.448	76.707	42.253	9.813	8.078	53.604	40.206	52.13	46.915	81.409	38.707	8.124	34.795	6.565	40.593	41.606	3.866	27.088	5.982	3.364	5.767	5.282	35.67	16.498	4.454	16.531	5.09	2.146	2.481	3.351	3.395	1.729	1.27	2.443	2.053	1.122
62.84191	3.989	52.708	39.495	51.969	47.149	24.982	39.722	6.257	6.165	54.304	38.723	49.722	45.455	76.826	42.483	10.096	8.142	53.655	40.245	52.323	46.702	81.334	38.911	8.105	35.85	6.487	40.631	41.972	3.878	27.138	5.992	3.266	5.912	5.428	35.822	16.693	4.275	16.672	5.239	2.132	2.522	3.363	3.38	1.771	1.339	2.567	2.095	1.165
63.00858	3.973	53.433	38.567	52.008	47.13	25.142	39.698	6.323	6.288	53.99	38.454	50.227	45.49	77.264	42.763	10.247	8.238	53.699	40.607	51.979	46.985	81.308	38.943	8.256	35.936	6.422	41.24	42.335	3.862	27.381	5.977	3.141	5.817	5.497	36.153	16.711	4.313	16.662	5.388	2.279	2.615	3.512	3.583	1.89	1.267	2.905	2.023	1.257
63.17527	4.02	52.392	39.204	51.817	47.27	25.236	39.815	6.316	6.17	53.716	38.487	50.009	45.658	77.447	42.384	9.909	8.174	53.67	40.365	52.035	47.125	81.352	38.867	8.165	35.203	6.411	41.108	42.148	3.718	27.201	6.079	3.353	5.807	5.241	36.079	16.699	4.388	16.814	5.407	2.3	2.443	3.258	3.439	1.883	1.206	2.57	2.098	1.415
63.34197	4.357	53.296	38.979	52.035	47.377	25.087	39.945	6.323	6.26	53.743	38.838	50.063	45.765	77.648	42.736	10.083	8.238	53.589	40.031	52.199	47.013	81.418	39.382	8.338	36.101	6.586	41.048	42.253	3.862	27.217	6.005	3.278	5.845	5.497	36.181	16.739	4.395	16.744	5.059	2.389	2.395	3.265	3.501	1.726	1.212	2.659	2.05	1.174
63.50869	4.063	52.873	39.2	51.943	47.207	25.269	40.003	6.305	6.157	53.729	39.084	50.052	45.677	77.72	42.898	10.306	8.297	53.626	40.579	52.16	47.691	81.57	39.657	8.233	36.486	6.531	41.102	41.949	3.871	27.669	6.23	3.176	5.902	5.583	36.021	16.928	4.295	16.797	5.286	2.29	3.173	3.273	3.428	1.709	1.114	2.642	2.116	1.324
63.6753	4.005	53.172	39.592	52.048	47.032	25.094	40.038	6.355	6.265	53.812	38.3	50.076	45.804	77.996	42.966	10.197	8.243	54.097	40.124	51.993	47.601	81.519	39.53	8.178	36.852	6.565	41.415	42.1	3.784	27.746	6.009	3.145	5.822	5.611	36.821	16.8	4.454	16.86	5.337	2.365	2.782	3.379	3.504	1.784	1.133	2.525	2.19	1.342
63.84196	4.197	52.843	38.66	51.774	47.005	25.149	40.065	6.272	6.182	53.428	38.602	50.131	45.749	78.215	42.774	10.169	8.325	53.275	39.959	52.239	47.354	81.491	39.448	8.37	36.194	6.51	40.977	42.429	3.784	27.828	6.009	3.392	5.74	5.666	36.41	16.745	4.399	16.86	5.254	2.31	2.618	3.351	3.504	1.893	1.38	2.525	1.971	1.287
64.00858	4.087	52.377	39.099	52.103	47.361	25.149	40.312	6.355	6.265	53.51	38.519	50.295	45.859	78.215	43.268	10.197	8.188	53.631	40.617	52.13	47.546	81.574	39.831	8.37	36.934	6.565	41.717	42.566	3.948	27.801	6.173	3.227	5.822	5.611	36.492	17.047	4.371	16.914	5.309	2.365	2.618	3.269	3.532	1.729	1.27	2.525	2.273	1.424
64.17538	4.013	53.144	39.559	52.239	47.413	25.274	40.251	6.335	6.273	54.032	38.541	50.321	46.047	78.526	43.318	10.288	8.417	53.112	40.475	52.321	47.653	81.529	40.155	8.188	36.736	6.576	41.438	42.918	4.038	27.927	6.237	3.153	5.997	5.51	36.375	17.168	4.324	17.036	5.18	2.289	3.091	3.194	3.402	1.818	1.139	2.668	2.361	1.183
64.34201	4.091	52.956	39.473	51.806	47.399	25.296	40.386	6.305	6.102	53.236	38.783	49.998	45.677	78.405	43.282	10.224	8.297	52.914	39.785	52.078	47.307	81.378	40.177	8.178	36.24	6.476	41.65	42.25	3.871	27.696	5.984	3.204	5.875	5.392	37.171	16.873	4.35	16.961	5.231	2.372	2.379	3.328	3.428	1.709	1.086	2.396	2.116	1.16
64.50867	4.248	52.748	39.061	52.255	47.377	25.471	40.63	6.351	6.534	53.908	38.865	50.474	45.956	78.745	43.037	10.275	8.32	53.589	40.716	52.226	47.369	81.609	39.958	8.338	36.457	6.641	42.062	42.719	3.807	27.875	6.169	3.223	5.899	5.743	36.839	17.287	4.313	16.908	5.223	2.307	2.615	3.759	3.364	1.863	1.294	2.494	2.214	1.339
64.67529	4.193	52.857	38.979	52.282	47.185	25.662	40.521	6.488	6.425	53.743	38.701	50.364	45.874	78.745	43.284	10.192	8.265	53.397	41.1	52.391	47.342	81.582	40.615	8.338	37.279	6.559	41.98	42.828	3.78	28.149	6.142	3.306	5.982	5.497	37.88	17.068	4.285	16.991	5.305	2.444	2.779	3.347	3.501	1.863	1.185	2.576	2.105	1.366
64.84206	4.075	52.913	39.56	52.256	47.243	25.647	40.582	6.343	6.279	53.825	38.679	50.42	46.015	78.926	43.097	10.32	8.311	53.889	40.749	52.282	47.755	81.572	40.182	8.439	37.011	6.411	41.93	42.696	3.8	28.05	6.243	3.435	5.889	5.405	37.777	17.275	4.36	17.006	5.215	2.464	2.608	3.258	3.302	1.938	1.26	2.515	2.263	1.196
65.00867	4.016	52.571	39.55	52.325	47.395	25.64	40.79	6.339	6.33	54.031	38.641	50.736	45.893	78.935	43.387	10.343	8.333	53.737	40.985	52.241	47.661	81.607	40.774	8.407	37.329	6.57	42.329	42.218	3.933	28.179	6.129	3.266	5.912	5.757	37.712	17.296	4.439	17.0	5.321	2.351	2.467	3.281	3.435	1.771	1.202	2.676	2.205	1.275
65.17541	4.193	53.076	39.088	52.803	47.541	25.58	40.877	6.433	6.288	52.729	39.029	50.638	46.285	79.073	43.777	10.357	8.32	53.233	40.524	52.665	48.0	81.692	40.561	8.421	37.088	6.641	42.117	42.253	3.862	27.902	6.169	3.223	5.817	5.688	38.154	17.397	4.477	17.1	5.333	2.389	3.08	3.293	3.528	1.863	1.294	2.768	2.132	1.339
65.34202	4.26	52.65	39.367	52.678	47.852	25.493	40.936	6.527	6.301	53.62	38.953	50.568	46.075	79.102	43.647	10.371	8.362	53.387	40.31	52.568	48.037	81.913	40.95	8.544	36.708	6.823	42.397	42.507	3.956	28.311	6.264	3.235	6.024	5.592	37.939	17.168	4.488	17.118	5.399	2.399	2.652	3.386	3.511	1.873	1.276	2.696	2.361	1.348
65.50873	4.26	52.732	39.284	52.376	48.236	25.795	40.936	6.499	6.52	53.62	38.569	50.321	46.075	79.239	43.784	10.425	8.334	53.99	40.502	52.952	47.9	82.133	40.868	8.462	37.12	6.658	42.233	42.424	3.901	28.256	6.346	3.4	5.942	5.922	38.103	17.223	4.461	17.283	5.262	2.372	2.652	3.441	3.402	1.818	1.359	2.751	2.197	1.512
65.67542	4.111	52.703	39.903	52.648	48.202	25.688	41.116	6.514	6.318	53.099	38.914	50.703	46.59	79.315	43.831	10.444	8.381	53.335	40.464	52.758	48.169	81.989	40.885	8.371	36.916	6.598	42.964	42.8	3.998	28.455	6.336	3.388	6.017	5.721	38.31	17.715	4.558	17.224	5.415	2.303	2.748	3.374	3.471	1.996	1.317	2.874	2.292	1.387
65.84207	4.138	53.389	39.602	52.429	48.312	25.962	40.869	6.514	6.29	53.264	38.283	50.923	46.59	79.479	44.05	10.444	8.436	53.28	40.683	52.703	48.197	82.044	40.61	8.398	36.834	6.763	42.8	42.91	3.998	28.125	6.281	3.47	5.934	5.693	38.611	17.44	4.393	17.362	5.25	2.385	2.803	3.622	3.416	1.804	1.317	2.682	2.238	1.223
66.00881	3.973	52.528	39.499	52.419	48.309	25.827	41.151	6.433	6.343	53.414	38.755	50.885	46.505	79.265	44.106	10.439	8.43	53.096	40.25	52.555	47.835	81.911	40.972	8.503	36.868	6.669	42.775	43.294	3.89	28.396	6.306	3.388	5.845	5.579	38.154	17.397	4.313	17.1	5.25	2.279	2.532	3.512	3.665	1.78	1.376	2.686	2.351	1.339
66.17537	4.165	52.583	39.993	52.529	48.473	25.772	41.069	6.597	6.507	53.222	39.276	50.803	46.45	79.402	43.942	10.658	8.43	54.0	40.278	52.747	48.082	82.021	41.136	8.448	36.786	6.641	43.104	42.993	4.054	28.45	6.224	3.388	6.064	5.771	38.922	17.671	4.477	17.237	5.47	2.389	2.779	3.594	3.501	1.808	1.431	2.686	2.269	1.64
66.34215	4.251	52.833	39.518	52.477	48.4	25.973	41.169	6.492	6.591	53.304	38.964	50.751	46.733	79.317	43.872	10.411	8.456	53.228	40.623	52.831	48.199	81.961	41.508	8.584	36.558	6.772	42.569	42.731	3.949	28.728	6.281	3.364	5.979	5.798	38.64	17.634	4.373	17.366	5.31	2.423	2.594	3.352	3.725	1.706	1.357	2.584	1.948	1.102
66.50891	4.197	52.843	38.825	52.706	48.76	25.944	41.408	6.492	6.457	53.401	38.519	50.926	46.627	79.421	44.2	10.444	8.435	53.631	40.809	53.007	48.204	82.177	41.175	8.507	36.852	6.756	42.293	43.416	3.948	28.569	6.42	3.474	6.069	5.693	38.878	17.787	4.454	17.353	5.337	2.447	2.618	3.598	3.532	1.784	1.352	2.826	2.218	1.342
66.67538	4.275	53.186	39.006	52.529	48.665	25.635	41.48	6.597	6.425	53.579	38.947	51.049	46.861	79.43	44.298	10.494	8.567	53.397	40.387	53.048	48.027	82.158	41.493	8.695	36.622	6.723	42.692	43.788	3.89	28.697	6.334	3.47	6.009	5.935	39.744	17.835	4.45	17.32	5.388	2.526	2.615	3.347	3.446	1.89	1.267	2.576	2.269	1.257
66.84222	4.224	52.614	38.86	52.258	48.482	25.782	41.443	6.547	6.481	53.387	38.279	50.997	46.979	79.536	44.146	10.576	8.566	53.228	40.568	52.886	48.445	82.235	41.316	8.557	38.447	6.717	42.98	43.662	4.004	28.564	6.39	3.364	5.952	5.661	39.215	17.825	4.428	17.475	5.446	2.505	2.95	3.489	3.589	1.843	1.357	2.831	2.167	1.43
67.00887	4.264	52.389	39.707	52.938	48.413	25.857	41.276	6.503	6.36	52.976	38.964	51.103	46.773	79.587	44.345	10.704	8.421	53.456	40.733	52.938	47.967	82.426	42.059	8.796	37.542	6.938	43.177	43.698	4.124	28.567	6.323	3.404	5.947	5.871	39.046	17.86	4.547	17.453	5.568	2.485	2.71	3.665	3.542	1.794	1.28	2.617	2.282	1.461
67.17545	4.419	52.435	39.172	52.545	48.576	26.227	41.372	6.66	6.431	53.866	38.893	51.175	47.129	79.555	44.404	10.58	8.488	53.626	40.634	52.817	48.047	82.145	41.656	8.561	37.308	6.641	43.156	43.565	4.008	28.408	6.614	3.45	6.203	5.83	39.773	17.914	4.541	17.481	5.368	2.454	2.762	3.273	3.51	1.928	1.251	2.587	2.253	1.351
67.34219	4.185	52.475	39.451	52.749	48.449	26.004	41.623	6.645	6.334	53.469	38.651	50.941	47.001	79.557	44.878	10.594	8.503	53.478	40.831	52.885	48.221	82.284	41.772	8.658	38.299	6.822	43.327	43.682	3.937	28.872	6.38	3.435	5.972	5.816	39.887	17.85	4.388	17.417	5.489	2.437	2.69	3.504	3.439	1.801	1.343	2.762	2.18	1.744
67.50886	4.099	52.489	39.632	52.517	48.19	25.969	42.078	6.586	6.494	53.428	38.504	51.366	46.934	79.291	44.592	10.59	8.553	53.217	40.437	53.008	48.455	82.292	42.473	8.489	37.904	6.734	43.097	43.588	4.098	28.754	6.294	3.431	6.241	5.565	40.479	18.227	4.439	17.576	5.54	2.516	2.714	3.418	3.517	1.798	1.339	2.676	2.287	1.33
